product_id,jurisdiction_code,regulation_ref,regulation_name,verified_status,supabase_reg_id,supabase_reg_name,verification_note
16,EU,Regulation (EU) 2019/947,UAS Operations Regulation,FOUND,dd325b96-f12b-4387-a7f4-87333377e840,EU Drone Regulations (EU 2019/947 and 2019/945),exact_ref match
16,EU,Regulation (EU) 2019/945,UAS Class Standards — C0 to C6,FOUND,dd325b96-f12b-4387-a7f4-87333377e840,EU Drone Regulations (EU 2019/947 and 2019/945),combined entry covers 945+947
16,EU,EASA Easy Access Rules UAS Ed 3.0,EASA Easy Access Rules for UAS (AMC/GM),NOT_FOUND,,,Aucune correspondance EASA+UAS/AMC trouvée
16,EU,2014/53/EU (RED),Radio Equipment Directive,FOUND,4a966a38-ea5f-47cd-b19b-0548bda40e3b,EU Radio Equipment Directive (RED),exact_ref match
16,EU,Regulation (EU) 2023/1542,Batteries Regulation,FOUND,9bd02701-97a6-400e-81d2-0b3f1e0174fd,EU Battery Regulation,exact_ref match
16,EU,Regulation (EU) 2024/1689,AI Act — High-risk AI systems,FOUND,1f102f8d-79dc-4aa3-a7b3-3701fb6d4ecf,Règlement européen sur l'Intelligence Artificielle (AI Act),exact_ref match
16,EU,Regulation (EU) 2016/679 (GDPR),General Data Protection Regulation,FOUND,7ff2433a-5a5f-435f-ae85-d82d6b487dce,EU General Data Protection Regulation (GDPR),exact_ref match
16,EU,2002/58/EC (ePrivacy),ePrivacy Directive,FOUND,9a05ce0c-e4ed-4cab-874e-0ef3ebcb6cfd,EU ePrivacy Directive (Directive 2002/58/EC),exact_ref match
16,EU,2012/19/EU (WEEE recast),WEEE Directive,FOUND,98a9a890-e857-4ae0-a872-7d3b75bb1f04,WEEE Directive,exact_ref match
16,EU,Regulation (EU) 2023/988,General Product Safety Regulation (GPSR),FOUND,861d8d8e-8950-4d69-b22f-a73f98895c55,EU General Product Safety Regulation (GPSR) 2023/988,re-audit 2026-05-27: GPSR nouvelle réglementation applicable aux drones grand public (entrée en vigueur déc 2024)
16,FR,Décret n°2018-374 + Arrêté du 17 déc 2015,Décret drones + Arrêté Espace aérien,NOT_FOUND,,,Aucune correspondance France drone 2018-374 trouvée
16,FR,Loi n°2016-1428 du 24 octobre 2016,Loi sécurité usage drones civils,NOT_FOUND,,,Aucune correspondance Loi 2016-1428 drone trouvée
16,DE,LuftVO § 21a-21f (as amended 2021 for EU reg alignment),Luftverkehrs-Ordnung (LuftVO) — UAS provisions,NOT_FOUND,,,Aucune correspondance LuftVO UAS trouvée
16,IT,ENAC Regolamento Mezzi Aerei a Pilotaggio Remoto (RPAS) Ed 3.0,ENAC UAS Regulation,NOT_FOUND,,,Aucune correspondance ENAC RPAS/UAS trouvée
16,ES,RD 517/2018 (as amended) + AESA UAS framework,AESA UAS Regulations + RD 517/2018,NOT_FOUND,,,Aucune correspondance AESA UAS / 517/2018 trouvée
16,NL,Wet luchtvaart Art 1.1 + ILT UAS Register,Wet luchtvaart + IL&T UAS Registration,NOT_FOUND,,,Aucune correspondance Wet luchtvaart trouvée
16,GB,CAP 722 Ed 9 + CAP 1789 (post-Brexit UAS framework),CAP 722 + CAP 1789 — UK UAS Regulations,NOT_FOUND,,,Aucune correspondance CAP 722 trouvée
16,GB,Air Navigation Order 2016 SI 2016/765 as amended,Air Navigation Order 2016 (ANO),NOT_FOUND,,,Aucune correspondance Air Navigation Order UK trouvée
16,CH,SR 748.941 Verordnung über Luftfahrzeuge besonderer Kategorien (VBLK) + OACS,BAZL Drone Regulations + OACS,NOT_FOUND,,,Aucune correspondance VBLK/BAZL drone trouvée
16,NO,BSL D (Norwegian Civil Aviation Regulations for RPAS) + EU 2019/947 via EEA,Luftfartstilsynet Drone Regulations (EEA),NOT_FOUND,,,Aucune correspondance Luftfartstilsynet drone trouvée
16,RU,Воздушный кодекс РФ + Приказ Минтранса № 110,Federal Air Code + Order No. 110 (БПЛА),NOT_FOUND,,,Aucune correspondance Russian air code/БПЛА trouvée
16,EAEU,TR TS 003/2011 + TR TS 020/2011,EAEU TR TS 003/2011 — Low Voltage Equipment + RF,NOT_FOUND,,,Aucune correspondance TR TS 003 trouvée
16,TR,SHGM IHA-0001 Talimat (as amended 2023),SHGM IHA Talimatı (UAV Instruction),NOT_FOUND,,,Aucune correspondance SHGM IHA trouvée
16,UA,Наказ ДАС № 430 / UA UAS Regulations,State Aviation Service Order 430,NOT_FOUND,,,Aucune correspondance Ukraine UAS Order 430 trouvée
16,US,14 CFR Part 107,FAA Part 107 — Small UAS Rule,FOUND,7012d893-16b6-4603-911f-2aa0ddcf4a2b,14 CFR Part 107 (Small UAS Rule),exact_ref match
16,US,14 CFR Part 89,FAA Remote ID Rule,FOUND,4b6d58b8-1c25-478b-a5ca-535678d48d5a,14 CFR Part 89 (Remote Identification of UAS),exact_ref match
16,US,49 USC § 44809,FAA Recreational Flyers — Section 44809,FOUND,28cf2196-be75-406f-b832-26c97499a869,FAA Part 44809 (Recreational UAS),name match
16,US,47 CFR Part 15,FCC Part 15 — RF Emissions,FOUND,425c1ca8-7d32-4b95-9d4d-11ddbc51ffad,US FCC Part 15 — Radio Frequency Devices,exact_ref match
16,US-CA,CA Penal Code § 402 + CIPA,California Drone Surveillance Law,FOUND,0684cc39-a333-4445-a02b-245cdab174bb,CIPA,CIPA trouvé (California Invasion of Privacy Act); Penal Code §402 drone-specific non trouvé séparément
16,US-CA,Cal. Civ. Code § 1798.100 et seq. (CCPA/CPRA),CCPA / CPRA — Data Privacy,FOUND,1e0678ef-0d3c-4ba7-8905-ab2734491a6d,California Consumer Privacy Act (CCPA) / CPRA,exact match
16,US-NY,NY General Business Law § 251 + NY Penal Law § 250.05 + NYC Parks Drone Ban,New York State Drone Laws,NOT_FOUND,,,Aucune correspondance NY drone law trouvée
16,CA,CARs Part IX (SOR/2019-11) + RPAS Safety Assurance,Transport Canada CARs Part IX — RPAS,FOUND,cbb2d7b1-6560-4cba-96b6-1ceff7a49443,Canadian Aviation Regulations (CARs) Part IX – RPAS,re-audit 2026-05-28: CARs Part IX RPAS entry found in regulations
16,CA,RSS-Gen Issue 6 + RSS-247 Issue 3 (2.4GHz/5GHz),ISED RSS-Gen + RSS-247 — RF Compliance,FOUND,249e38d7-8450-4bfb-8be2-c8a6d5e0421c,ISED RSS Standards (Canada),re-audit 2026-05-27: ISED RSS-247+RSS-Gen entry found (covers 2.4GHz/5GHz)
16,MX,Circular Obligatoria CO-AV-23/10 R5,DGAC CO-AV-23/10 R5 — Sistemas de Aeronaves Pilotadas a Distancia,NOT_FOUND,,,Aucune correspondance CO-AV-23/10 DGAC Mexico trouvée
16,BR,RBAC-E 94 (2017 amended 2023) + ICA 100-40,ANAC RBAC-E n°94 + DECEA ICA 100-40,NOT_FOUND,,,Aucune correspondance RBAC-E 94 ANAC drone trouvée
16,BR,Resolução ANATEL 715/2019 + Ato 14448/2017,ANATEL RF Homologação,FOUND,14bb15b9-692b-48fd-b88c-10421c0acb38,ANATEL Resolution 715/2019,exact_ref match
16,AR,Resolución ANAC 880/2019 (as amended),ANAC Resolución 880/2019 — RPA,NOT_FOUND,,,Aucune correspondance ANAC 880/2019 Argentine drone trouvée
16,CL,DAR-Parte 99 (Operaciones RPAS) + DAN-91,DGAC DAR-Parte 99 + DAN-91,NOT_FOUND,,,Aucune correspondance DAR-Parte 99 Chile trouvée
16,CO,RAC 100 (RPAS) + Resolución 04201/2018 Aerocivil,Aerocivil RAC 100 + Resolución 04201/2018,NOT_FOUND,,,Aucune correspondance Aerocivil RAC 100 trouvée
16,MERCOSUR,MERCOSUR/CMC/DEC N° 10/16 (Aviation harmonisation),MERCOSUR — Aviation MRA (limited UAS scope),NOT_FOUND,,,Aucune correspondance MERCOSUR aviation DEC 10/16 trouvée
16,CN,CAAC Regulations on Civil Unmanned Aircraft (2023) + Decree No. 239,CAAC Civil UAV Manufacturer Registration,NOT_FOUND,,,Aucune correspondance CAAC UAV/drone trouvée
16,CN,MIIT Radio Frequency Management Measures + SRRC Certification,MIIT SRRC Radio Type Approval,FOUND,e53a0748-7449-4a24-be7d-9615b63758e7,China SRRC Radio Certification,SRRC found
16,CN,CAAC Administrative Measures for Civil Unmanned Aircraft Real-Name Registration,Real-Name Registration System (drones >250g),NOT_FOUND,,,Aucune correspondance CAAC real-name drone trouvée
