product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,legal_api_match,legal_api_id,legal_api_match_method,gap_action,notes
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EU Medical Devices Regulation (MDR),Regulation (EU) 2017/745,European Commission DG SANTE / Notified Bodies / Competent Authorities,Class I self-certification; CE marking; Declaration of Conformity; UDI assignment; EUDAMED registration; PMS plan; technical documentation per Annex II/III,TO_REVIEW,CRITICAL,,,,,MDR fully applicable since 26-May-2021; Class Is (sterile) require Notified Body; non-sterile non-measuring Class I = self-cert
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EU General Product Safety Regulation,Regulation (EU) 2023/988,European Commission / Member State market surveillance,Safety obligations as fallback; traceability; accident reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024; complementary to MDR for consumer aspects
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EUDAMED database registration,MDR Art. 27-30 + Implementing Reg (EU) 2021/2078,European Commission / EMA,Actor registration; UDI-DI assignment; device registration in EUDAMED modules,TO_REVIEW,HIGH,,,,,EUDAMED modules going mandatory progressively; UDI module active
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EU REACH Regulation,Regulation (EC) No 1907/2006,ECHA / Member State CAs,SVHC declaration for adhesives & substrates above 0.1% w/w; SDS for components,TO_REVIEW,MEDIUM,,,,,Adhesive matrix may contain SVHC; latex allergen disclosure required
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EU Packaging & Packaging Waste Regulation (PPWR),Regulation (EU) 2025/40,European Commission / Member State EPR schemes,Recyclable packaging targets; recycled content; EPR fees; min 30% recycled by 2030 for sterile packs (med device exemption Art. 9),TO_REVIEW,MEDIUM,,,,,PPWR entered into force Feb-2025; medical device exemption for sterile packaging until 2035
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EU Substances of Very High Concern (SVHC),REACH Annex XIV + Candidate List,ECHA,Communication of SVHC presence; authorisation triggers; phthalate restrictions for skin-contact adhesives,TO_REVIEW,MEDIUM,,,,,"DEHP, DBP, BBP restricted; rosin (colophony) candidate review ongoing"
5,Adhesive Bandages,Class I Medical Device,EU,European Union,Europe,EU Biocidal Products Regulation,Regulation (EU) 528/2012,ECHA Biocidal Products Committee,Antimicrobial-impregnated bandages = treated articles; active substance must be approved; PT 1/2 disinfectants,TO_REVIEW,MEDIUM,,,,,Applies to bandages with silver/iodine antimicrobial impregnation
5,Adhesive Bandages,Class I Medical Device,AT,Austria,Europe,EU MDR applicable in Austria,Regulation (EU) 2017/745 + Medizinproduktegesetz 2021,BASG / AGES Medizinmarktaufsicht,Austrian implementing law; German labelling; BASG vigilance,TO_REVIEW,CRITICAL,,,,,MPG 2021 effective 26-May-2021
5,Adhesive Bandages,Class I Medical Device,AT,Austria,Europe,Austrian medical device registration,MPG 2021 §27,BASG,Class I devices: registration with BASG until EUDAMED fully operational,TO_REVIEW,HIGH,,,,,Transitional national database
5,Adhesive Bandages,Class I Medical Device,AT,Austria,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Austria,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,AT,Austria,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Austria,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,AT,Austria,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Austria,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,AT,Austria,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Austria,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,BE,Belgium,Europe,EU MDR applicable in Belgium,Regulation (EU) 2017/745 + Loi 22/12/2020,AFMPS / FAGG (Federal Agency for Medicines and Health Products),AFMPS as CA; Dutch/French/German labelling required; vigilance via AFMPS,TO_REVIEW,CRITICAL,,,,,Trilingual labelling required for Belgium
5,Adhesive Bandages,Class I Medical Device,BE,Belgium,Europe,AFMPS Notification for Class I,AR 18/03/1999 + MDR transition,AFMPS,National notification + EUDAMED registration,TO_REVIEW,HIGH,,,,,Dual system during EUDAMED transition
5,Adhesive Bandages,Class I Medical Device,BE,Belgium,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Belgium,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,BE,Belgium,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Belgium,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,BE,Belgium,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Belgium,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,BE,Belgium,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Belgium,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,BG,Bulgaria,Europe,EU MDR applicable in Bulgaria,Regulation (EU) 2017/745 + Medical Devices Act 2021,BDA (Bulgarian Drug Agency),BDA as CA; Bulgarian labelling; Cyrillic IFU,TO_REVIEW,CRITICAL,,,,,BDA gov't agency for medical devices
5,Adhesive Bandages,Class I Medical Device,BG,Bulgaria,Europe,BDA Vigilance reporting,Medical Devices Act Art. 80,BDA,Reports to BDA; transposed MDR vigilance rules,TO_REVIEW,HIGH,,,,,Bulgarian language vigilance forms
5,Adhesive Bandages,Class I Medical Device,BG,Bulgaria,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Bulgaria,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,BG,Bulgaria,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Bulgaria,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,BG,Bulgaria,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Bulgaria,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,BG,Bulgaria,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Bulgaria,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,HR,Croatia,Europe,EU MDR applicable in Croatia,Regulation (EU) 2017/745 + Zakon o medicinskim proizvodima,HALMED (Croatian Agency for Medicinal Products and Medical Devices),HALMED as CA; Croatian labelling; national notification,TO_REVIEW,CRITICAL,,,,,HALMED active CA since 2013 EU accession
5,Adhesive Bandages,Class I Medical Device,HR,Croatia,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Croatia,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,HR,Croatia,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Croatia,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,HR,Croatia,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Croatia,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,HR,Croatia,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Croatia,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,CY,Cyprus,Europe,EU MDR applicable in Cyprus,Regulation (EU) 2017/745 + L.122(I)/2017,Cyprus Medical Devices Competent Authority (Pharmaceutical Services),Pharmaceutical Services CA; Greek labelling; national notification,TO_REVIEW,CRITICAL,,,,,Cyprus integrated with Greek language requirements
5,Adhesive Bandages,Class I Medical Device,CY,Cyprus,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Cyprus,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,CY,Cyprus,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Cyprus,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,CY,Cyprus,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Cyprus,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
5,Adhesive Bandages,Class I Medical Device,CY,Cyprus,Europe,WHO Essential Medical Devices alignment,WHO Essential MD List,National health ministry Cyprus,Reference for essential procurement; basic wound care bandages on list,TO_REVIEW,LOW,,,,,
5,Adhesive Bandages,Class I Medical Device,CZ,Czech Republic,Europe,EU MDR applicable in Czechia,Regulation (EU) 2017/745 + Zákon č. 89/2021 Sb.,SÚKL (State Institute for Drug Control),SÚKL as CA; Czech labelling; RZPRO national database,TO_REVIEW,CRITICAL,,,,,RZPRO database for medical devices in CZ
5,Adhesive Bandages,Class I Medical Device,CZ,Czech Republic,Europe,EU REACH applicable to skin-contact bandages (national CA),Regulation (EC) No 1907/2006 + national enforcement,National Competent Authority Czech Republic,REACH compliance for adhesives; SVHC declarations; ECHA biocidal active substance compliance for antimicrobial bandages,TO_REVIEW,MEDIUM,,,,,EU REACH applies uniformly via direct effect
5,Adhesive Bandages,Class I Medical Device,CZ,Czech Republic,Europe,EU GPSR General Product Safety Regulation (consumer aspect),Regulation (EU) 2023/988,National market surveillance Czech Republic,Consumer safety obligations; injury reporting; Safety Gate notifications,TO_REVIEW,HIGH,,,,,Effective 13-Dec-2024
5,Adhesive Bandages,Class I Medical Device,CZ,Czech Republic,Europe,EU Packaging & Packaging Waste Reg national EPR,Regulation (EU) 2025/40 + national EPR,National EPR scheme Czech Republic,Packaging EPR fees; recyclability; recycled content targets,TO_REVIEW,MEDIUM,,,,,
