product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,legal_api_match,legal_api_id,legal_api_match_method,gap_action,notes
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Textile Fibre Names Regulation,Regulation (EU) No 1007/2011,European Commission / Member State market surveillance,Fibre composition labelling (%); standardized fibre name list Annex I; native language label point of sale; tolerance 3 percent,TO_REVIEW,CRITICAL,,,,,Core EU textile labelling rule; revision pending under ESPR Working Plan 2024-2030
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,REACH Annex XVII restrictions textiles,Regulation (EC) No 1907/2006 Annex XVII,ECHA / Member State CAs,CMR substances in clothing skin contact (entry 72); azo dyes (entry 43); phthalates DEHP/BBP/DBP/DIBP (entry 51); NPE entry 46,TO_REVIEW,CRITICAL,,,,,Entry 72 expanded 2020 covering 33 CMR substances in textiles; PFAS proposal pending REACH committee 2024-2025
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Ecodesign for Sustainable Products Regulation,Regulation (EU) 2024/1781,European Commission / Member State CAs,Digital Product Passport (DPP) for textiles from 2027; durability/reparability minimums; destruction unsold ban from 2026,TO_REVIEW,CRITICAL,,,,,DPP delegated act for textiles expected 2025; first product group with mandatory passport
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Corporate Sustainability Due Diligence Directive,Directive (EU) 2024/1760,Member State supervisory authorities,Human rights and environmental due diligence in value chain; civil liability; phase-in 2027-2029 by company size,TO_REVIEW,CRITICAL,,,,,Textile and apparel high-risk sector; aligned with OECD Garment & Footwear Guidance
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU PFAS universal restriction proposal,ECHA dossier January 2023 (entry under preparation),ECHA / RAC SEAC committees,Proposed universal restriction of 10000 PFAS substances incl PFCAs; textile uses targeted; consultations 2023-2025,TO_REVIEW,CRITICAL,,,,,"Expected adoption 2025-2026; will impact DWR coatings, performance textiles, swimwear"
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU FIBRES Annex I,Annex I Reg (EU) 1007/2011 — list of allowed fibre names,European Commission,Closed list of 49 generic fibre names; petitions for new fibres via Member State; synonyms prohibited,TO_REVIEW,HIGH,,,,,Compulsory for any textile placed on EU market
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Generalised Safeguard Mechanism on imports,Regulation (EU) 2015/478 + 2015/479,European Commission DG TRADE,Anti-dumping duties on Chinese garments; safeguard quotas; ex-post review,TO_REVIEW,MEDIUM,,,,,"Affects imports from China, Bangladesh, Vietnam"
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Waste Framework Directive — Textiles separate collection,Directive 2008/98/EC as amended by 2018/851,Member States,Mandatory separate collection of used textiles from 1 January 2025; EPR schemes obligation,TO_REVIEW,CRITICAL,,,,,Triggered France-style REP systems EU-wide; review by 2028
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Forced Labour Regulation,Regulation (EU) 2024/3015 (in force),EU Forced Labour Office + Member State CAs,Ban on products made with forced labour entering or leaving the Union; effective 14 December 2027,TO_REVIEW,CRITICAL,,,,,Adopted Nov 2024; applies to all sectors but textile prioritised
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Empowering Consumers for the Green Transition,Directive (EU) 2024/825,Member State CAs,Ban on generic environmental claims unsubstantiated; sustainability labels regulation; greenwashing controls,TO_REVIEW,CRITICAL,,,,,Transposition by 27 March 2026
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Green Claims Directive proposal,COM(2023) 166 final,European Commission,Third-party verified green claims; aligned with Empowering Consumers; tracking textile claims,TO_REVIEW,HIGH,,,,,Adoption expected 2025
9,Legging sport synthetique,Textile + PFAS,EU,European Union,Europe,EU Carbon Border Adjustment Mechanism (textile non-included Phase 1 but expansion proposed),Regulation (EU) 2023/956,European Commission DG TAXUD,Phase 1 covers cement steel aluminium fertilizers electricity hydrogen; textile expansion under review 2025,TO_REVIEW,MEDIUM,,,,,Future expansion potential textile
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Loi AGEC + Decret REP textile,Loi n 2020-105 + Decret n 2022-748,ADEME / Refashion (eco-organisme),Eco-modulation REP textile via Refashion; signaletique Triman + Info-tri; objectifs collecte 60% en 2028,TO_REVIEW,CRITICAL,,,,,France pionniere EU sur REP textile; eco-modulation depuis 2023
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Loi anti-gaspillage AGEC — Article 13 etiquetage environnemental,Code env L541-9-11,DGCCRF / ADEME,Affichage environnemental textile (Eco-score) obligatoire par decret; methode PEF + parametres specifiques FR,TO_REVIEW,CRITICAL,,,,,Decret final attendu 2026 apres phase volontaire 2024-2025
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Code de la consommation — etiquetage composition,Articles L412-1 / R412-1 et suivants,DGCCRF,Etiquetage composition fibreuse en francais; mentions origine si revendiquees; entretien selon ISO 3758,TO_REVIEW,CRITICAL,,,,,Transposition FR de Reg 1007/2011 + obligations linguistiques
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Decret PFAS textiles,Loi n 2025-188 (PFAS) + decrets d application,DGCCRF / ANSES,Interdiction PFAS dans textiles cosmetiques et fart ski 2026; interdiction generale textiles 2030 avec exceptions EPI,TO_REVIEW,CRITICAL,,,,,France 1er pays UE a legiferer PFAS textiles; vote AN Mars 2025
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,REP textiles — Refashion cahier des charges,Arrete du 23 novembre 2022,Ministere Transition Ecologique,Bareme eco-modulation 2024; bonus reparabilite + durabilite; sanctions non-adherence,TO_REVIEW,HIGH,,,,,Refashion seul eco-organisme agree depuis 2014; renouvele 2023-2028
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Decret n 2022-748 information consommateur qualites environnementales,Decret n 2022-748,DGCCRF,Info dechets recyclabilite incorporation matieres recyclees pour textiles >25k pieces/an,TO_REVIEW,HIGH,,,,,Entree en vigueur progressive 2023-2025 selon CA entreprise
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Loi Climat et Resilience — destruction invendus,Loi n 2021-1104 Article 35,DGCCRF,Interdiction destruction invendus textiles neufs depuis 1 janvier 2022; obligation don ou reemploi,TO_REVIEW,CRITICAL,,,,,Sanctions amendes administratives jusqu a 15000 EUR
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Loi de vigilance — devoir de vigilance societes meres,Loi n 2017-399 du 27 mars 2017,Tribunal de commerce / Ministere Justice,Plan de vigilance entreprises >5000 salaries FR; risques droits humains environnement; civil liability,TO_REVIEW,CRITICAL,,,,,Loi pionnier; sectorisation textile prioritaire
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,Decret n 2022-1004 Triman + Info-Tri,Decret n 2022-748 + 2022-1004,DGCCRF,Signaletique tri Triman + Info-Tri sur emballages et textiles; obligation acheteurs >1000 emballages/an,TO_REVIEW,HIGH,,,,,Application progressive 2022-2024
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,National consumer protection law textile,National consumer protection statute + regulations,National consumer protection authority,Cadre general consommation national appliquant aux textiles importes et locaux,TO_REVIEW,MEDIUM,,,,,Cadre national general
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,National customs textile import requirements,National customs code + import declarations,National customs authority,Declaration douaniere import textile; HS Code 6109 6110 etc; droits douanes; tarifs preferentiels FTA,TO_REVIEW,HIGH,,,,,Cadre douanier national
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,National packaging waste regulation textile,National packaging regulation,National environmental authority,Cadre national emballages produits textiles,TO_REVIEW,MEDIUM,,,,,Packaging national
9,Legging sport synthetique,Textile + PFAS,FR,France,Europe,National advertising and marketing law textile,National advertising standards + greenwashing controls,National advertising authority,Cadre national publicite textile incl greenwashing,TO_REVIEW,MEDIUM,,,,,Pub national textile
