product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,legal_api_match,legal_api_id,legal_api_match_method,gap_action,notes
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Community code on medicinal products for human use,Directive 2001/83/EC (as amended by 2004/27/EC),European Commission / EMA / national CAs,Cadre EU autorisation médicaments humains (MA); centralised/MRP/DCP/national; cGMP; pharmacovigilance EudraVigilance,TO_REVIEW,CRITICAL,,,,,Pierre angulaire du droit pharmaceutique EU; toute MA OTC en relève
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Falsified Medicines Directive (FMD),Directive 2011/62/EU + Delegated Reg (EU) 2016/161,EMC EMVO / national CAs,Identifiant unique 2D Data Matrix + dispositif anti-effraction; vérification end-to-end via EMVS/NMVS; obligatoire toutes prescriptions + OTC listées Annexe,TO_REVIEW,CRITICAL,,,,,Application depuis 9 fév 2019; OTC visés si listés Annexe II Delegated Reg
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Clinical Trials Regulation,Regulation (EU) 536/2014,EMA / national CAs via CTIS,Soumissions essais cliniques via CTIS; transparence résultats; harmonisation procédures,TO_REVIEW,HIGH,,,,,Application complète depuis 31 jan 2023 via CTIS
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,GMP Guidelines EudraLex Vol 4,EudraLex Volume 4 (EU GMP) + ICH Q7,EMA / national inspectorates,Bonnes pratiques fabrication; certifications GMP; inspections; gestion changements; qualité,TO_REVIEW,CRITICAL,,,,,EU GMP harmonisé via PIC/S; ICH Q7 pour API
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,European Pharmacopoeia,Ph. Eur. 11th Edition + supplements,EDQM (Council of Europe),"Monographies obligatoires substances actives, excipients, tests, méthodes analytiques",TO_REVIEW,CRITICAL,,,,,Ph. Eur. juridiquement contraignante via Convention 1964; supplements trimestriels
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Variations Regulation,Regulation (EC) No 1234/2008 + Reg (EU) 712/2012,EMA / national CAs,Classification variations (IA/IAIN/IB/II); procédures notification; deadlines évaluation,TO_REVIEW,HIGH,,,,,Toute modif MA suit ce cadre; OTC inclus
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Paediatric Regulation,Regulation (EC) 1901/2006,EMA Paediatric Committee (PDCO),PIP (Plan d'Investigation Pédiatrique) obligatoire pour nouvelles MA; waivers possibles; PUMA,TO_REVIEW,MEDIUM,,,,,Applicable si nouvelle indication ou nouveau dosage; OTC rarement PUMA
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Orphan Medicinal Products Regulation,Regulation (EC) 141/2000,EMA Committee for Orphan Medicinal Products (COMP),Désignation orphan; incentives; protection marché 10 ans,TO_REVIEW,LOW,,,,,Rarement applicable OTC; OTC = condition fréquente
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Pharmacovigilance — EU Module VI,Regulation (EU) 1235/2010 + Directive 2010/84/EU + GVP,EMA / national CAs,PSUR/PBRER; signal detection; RMP; reporting EudraVigilance; QPPV obligatoire,TO_REVIEW,CRITICAL,,,,,Modules GVP I-XVI; OTC soumis aux mêmes obligations PV
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Advertising Directive,Directive 2001/83/EC Title VIII (Art 86-100),"National CAs (e.g. ANSM, MHRA pre-Brexit)",Publicité OTC permise grand public (≠ prescription); validation préalable certains MS; honnêteté info; pas de promotion abusive,TO_REVIEW,HIGH,,,,,OTC = pub TV/radio/web autorisée sous conditions; charte info
13,OTC Pharmaceuticals,Medicines OTC,EU,European Union,Europe,Medical Devices Reg + IVDR if combination,Regulation (EU) 2017/745 (MDR) + 2017/746 (IVDR),Notified Bodies + EMA,Produits combinés (drug-device) classés selon mode action principal; ex: spray nasal pompe doseuse,TO_REVIEW,MEDIUM,,,,,"Pertinent pour OTC en spray, aérosol, dispositifs d'administration"
